match_id,match_type,tournament_name,tournament_code,tour,stage_name,stage_id,match_date,match_round,is_in_progress,live_time,match_winner,home_player_id,home_player_name,home_partner_id,home_partner_name,away_player_id,away_player_name,away_partner_id,away_partner_name,home_score,away_score,home_set1,away_set1,home_set2,away_set2,home_set3,away_set3,home_set1_tiebreak,away_set1_tiebreak,home_set2_tiebreak,away_set2_tiebreak
1726871,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 04:40:00,4013,False,,1,521,Thiago Monteiro,,,276603,Joao Eduardo Schiessl,,,2,0,6,2,6,2,,,,,,
1726862,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 06:05:00,4002,False,,1,8837,Igor Ribeiro Marcondes,,,1240,Felipe Meligeni Rodrigues Alves,,,2,0,6,1,6,2,,,,,,
1726870,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 21:05:00,4016,False,,2,584,Marco Cecchinato,,,5713,Adolfo Vallejo,,,0,2,1,6,0,6,,,,,,
1726865,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 21:10:00,4005,False,,1,101517,Alex Barrena,,,1295,Gonzalo Villanueva,,,2,0,6,4,6,2,,,,,,
1726967,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 21:10:00,4008,False,,2,7771,Mateus Cardoso Alves,,,172875,Gonzalo Bueno,,,1,2,6,4,2,6,2,6,,,,
1726864,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 22:20:00,4004,False,,2,194142,Lautaro Midon,,,5327,Thiago Seyboth Wild,,,0,2,3,6,4,6,,,,,,
1726869,singles,ATP Challenger,atp-challenger,ATP,"Itajai, Brazil",24422,2026-01-20 23:05:00,4014,False,,2,1022,Juan Pablo Varillas,,,8151,Franco Agamenone,,,0,2,6,7,2,6,,,5,7,,
1726902,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 10:10:00,4013,False,,2,205445,Gilles Arnaud Bailly,,,99608,Max Hans Rehberg,,,1,2,6,3,1,6,4,6,,,,
1726899,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 10:10:00,4004,False,,1,843,Hyeon Chung,,,1341,Ryan Peniston,,,2,0,6,4,6,4,,,,,,
1726901,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 10:10:00,4009,False,,2,99626,Luka Pavlovic,,,5465,Marek Gengel,,,0,2,2,6,2,6,,,,,,
1726887,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 10:10:00,4010,False,,1,332964,Petr Bar Biryukov,,,5418,Fajing Sun,,,2,0,6,4,6,3,,,,,,
1726904,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 11:30:00,4015,False,,1,509,Soon-Woo Kwon,,,246574,Yi Zhou,,,2,0,6,2,6,2,,,,,,
1726883,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 11:50:00,4005,False,,2,5312,Oliver Crawford,,,246596,Federico Cina,,,0,2,4,6,3,6,,,,,,
1726903,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 12:25:00,4014,False,,1,268974,Arthur Weber,,,391747,Ha Minh Duc Vu,,,2,0,6,0,6,0,,,,,,
1726881,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 13:05:00,4002,False,,2,100040,Pol Martin Tiffon,,,317269,Ilia Simakin,,,1,2,6,2,3,6,5,7,,,,
1726900,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 13:10:00,4007,False,,2,245509,Stefanos Sakellaridis,,,382410,Michele Ribecai,,,0,2,6,7,3,6,,,9,11,,
1726886,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 13:25:00,4008,False,,1,233264,Darwin Blanch,,,5650,Yu-Hsiou Hsu,,,2,1,6,2,3,6,6,2,,,,
1726880,singles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 13:35:00,4001,False,,2,5324,Yosuke Watanuki,,,99867,Omar Jasika,,,1,2,6,2,3,6,5,7,,,,
1726896,doubles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 14:30:00,5005,False,,,5767,Daniel Michalski,224350,Matej Dodig,5666,James Kent Trotter,6427,Kaito Uesugi,,,,,,,,,,,,
1726891,doubles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 15:15:00,5002,False,,2,1210,Skander Mansouri,7926,Gregoire Jacq,6433,Naoki Tajima,8859,Masamichi Imamura,1,2,6,3,3,6,6,10,,,,
1727029,doubles,ATP Challenger,atp-challenger,ATP,Phan Thiet,24423,2026-01-20 15:15:10,5005,False,,2,5462,Corentin Denolly,5494,Vladyslav Orlov,5666,James Kent Trotter,6427,Kaito Uesugi,0,2,3,6,3,6,,,,,,
